Sizes;NOINIT_SEQ_WRITE;INIT_SEQ_WRITE;NOINIT_SEQ_READ;INIT_SEQ_READ;NOINIT_RND_WRITE;INIT_RND_WRITE;NOINIT_RND_READ;INIT_RND_READ
791000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
792000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
793000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
794000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
795000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
796000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
797000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
798000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
799000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
800000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
